kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH JITAI SG ILAS	36	1			35	35		1	35			1	35				
2	RH SEGAYA SG NANSANG	4				4	4			4				4				
3	KG PENASU	324	257	18		49	49		262	44	18		257	46	1	2	18	
5	RH IBOH SEMAH	102	5			97	97		5	97			5	97				
6	RH SIPANG NG SEMAH	43				43	43		2	41				43				
7	RH JANTAI	29				29	29		1	28				29				
8	RH DAMPA NG SEMAH	15				15	15			15				15				
9	RH AMIET NG SEMAH	51		6		45	45		1	44	6			44	1		6	
10	RH ENDOK NG SEMAH	10		1		9	9		1	8	1			9			1	
11	RH RINGGIE AK BANDAN	31				31	31			31				31				
12	RH BALA	37		1		36	36		1	35	1			36			1	
13	KG SEBENA	196	187	7		2	2		184	5	7		187	2			7	
14	RH JANOREN MUPONG	5				5	5			5				5				
15	RH BAKIR MUPONG	4				4	4		1	3				4				
16	RH NYAIT MUPONG	50	1	1		48	48		1	48	1		1	48			1	
17	RH AJAH SG ILAS	35		1		34	34		3	31	1			34			1	
18	RH BRAHIM	10				10	10			10				10				
19	RH KENDAWANG NG SEMAH	5				5	5			5				5				
20	RH SURING TG PENGAIE SEMAH	31				31	31		1	30				31				
