kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PADANG CHICHAK	1527	1039	27	3	458	34	424	1039	34	27	427	1039	1			27	460
2	KAMPUNG BETONG	2845	2838	2		5	2	3	2835	5	2	3	2838		1		2	4
3	KOTA BUKIT	2059	2052	5	1	1	1		2044	9	5	1	2052		1		5	1
4	KUALA JENERI	3182	3167	1	5	9	4	5	3165	6	1	10	3167		2		1	12
5	KAMPUNG KALAI	1026	636	50	1	339	34	305	636	34	50	306	638				50	338
6	KAMPUNG KUALA BIGIA	610	469	33	3	105	7	98	468	8	33	101	469				33	108
7	KAMPUNG CHEMARA	1187	1179	1		7	1	6	1174	6	1	6	1179	1			1	6
8	KAMPUNG BIGIA	995	472	83	1	439	56	383	468	60	83	384	472				83	440
9	KAMPUNG TELUI	2043	2025	11	4	3	2	1	2020	7	11	5	2025	1			11	6
10	BATU LIMA	1007	898	100	8	1		1	896	2	100	9	898				100	9
11	CHAROK PADANG	1263	980	59	5	219	25	194	978	27	59	199	980				59	224
12	HUJONG BANDAR	1572	1569	1		2	1	1	1567	3	1	1	1569	1			1	1
13	KAMPUNG BANDAR	1214	1214			0			1213	1			1214					
14	TUPAI	2048	2045	2	1	0			2038	7	2	1	2045				2	1
15	FELDA TELUI TIMOR	3150	3147	1		2	1	1	3145	3	1	1	3147				1	2
16	BERIS JAYA	1913	1900	3	2	8	2	6	1900	2	3	8	1900				3	10
