kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RASSAU	3813	754	82		2977	2977		181	3550	82		754	2912	29	36	82	
2	PENASU	3105	182	134		2788	2786	2	243	2725	134	2	182	2738	22	26	134	2
3	BAWANG ASSAN	2662	111	300		2251	2249	2	179	2181	300	2	111	2194	35	20	300	2
4	KUNYIT	352	4	334		14	14		4	14	334		4	13		1	334	
5	MA`AW	937	20	865		52	52		21	51	865		20	47		5	865	
6	SELALO	291	38	145		108	107	1	39	106	145	1	38	105	1	1	145	1
7	DASSAN	1229	6	1188		35	35		3	38	1188		6	34	1		1188	
8	ENSURAI	178	3	162		13	13		3	13	162		3	11	1	1	162	
9	LAN	676	7	660		9	9		7	9	660		7	8		1	660	
10	ENGKILO	2214	25	1960		229	228	1	27	226	1960	1	25	215	6	7	1960	1
11	LOWER ISLAND	2001	59	1901		41	40	1	60	39	1901	1	59	31	5	4	1901	1
12	UPPER ISLAND	1815	19	1776		20	19	1	14	24	1776	1	19	13	6		1776	1
13	TANAH MAS	402	18	371		13	13		19	12	371		18	9	2	2	371	
