kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
24	SADONG JAYA	7606	6885	612		109	108	1	6883	110	612	1	6885	67	36	5	612	1
25	SIMUNJAN	8329	5388	506		2435	2428	7	5468	2348	506	7	5388	2357	64	7	506	7
26	GEDONG	7278	4511	84		2683	2682	1	4709	2483	84	2	4511	2612	61	9	84	1
