kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN BUKIT MALURI UTARA	4443	198	4008	202	35	6	29	201	3	4008	231	199	1			4008	235
2	TAMAN BUKIT MALURI SELATAN	3593	77	3351	143	22	3	19	78	2	3351	162	77		1		3351	164
3	BANDAR MANJALARA	4394	1173	2922	259	40	14	26	1183	4	2922	285	1174	1	1		2922	296
4	DESA PARK CITY	2648	70	2463	89	26	10	16	74	6	2463	105	72			4	2463	109
5	TAMAN SRI SINAR	6630	459	5489	581	101	19	82	468	10	5489	663	460	6	1		5489	674
6	SRI SEGAMBUT	3876	606	2128	1085	56	6	50	610	2	2128	1135	609	1			2128	1137
7	KAMPUNG SUNGAI UDANG	2817	1458	580	626	153	5	148	1458	5	580	774	1459		2		580	776
8	TAMAN KOK DOH	4365	572	3299	404	90	17	73	584	5	3299	477	572	4			3299	490
9	TAMAN CITY KANAN	3602	247	2494	790	71	23	48	263	7	2494	838	248	3	4	1	2494	852
10	TAMAN SEGAMBUT	2217	137	1710	330	40	10	30	142	5	1710	360	139		2	1	1710	365
11	DUTAMAS	3795	2006	1166	452	171	18	153	2016	8	1166	605	2008	2	1		1166	618
12	SRI HARTAMAS	2718	546	1890	197	85	16	69	551	11	1890	266	547	3	2	1	1890	275
13	SEGAMBUT	2732	1610	565	235	322	10	312	1611	9	565	547	1610	3	1	1	565	552
14	BUKIT LANJAN	545	483	38	1	23	8	15	484	7	38	16	484				38	23
15	KAMPUNG SUNGAI PENCHALA	1999	1862	6	8	123	15	108	1875	2	6	116	1863	1			6	129
16	TAMAN TUN DR ISMAIL UTARA	3079	1471	1340	207	61	18	43	1476	13	1340	250	1475	5	1		1340	258
17	TAMAN TUN DR ISMAIL TENGAH	4029	1809	1925	229	66	9	57	1813	5	1925	286	1814	1	1		1925	288
18	TAMAN TUN DR ISMAIL SELATAN	2671	1011	1363	245	52	12	40	1014	9	1363	285	1013	2		3	1363	290
19	TAMAN TUN DR ISMAIL TIMUR	3385	1120	1470	709	85	14	71	1121	13	1470	780	1122	1	5	1	1470	785
20	MEDAN DAMANSARA	4352	1570	2003	632	147	13	134	1566	17	2003	766	1572		6	1	2003	770
21	BUKIT DAMANSARA	2598	962	1281	260	95	13	82	966	9	1281	342	966	6			1281	345
22	BUKIT TUNKU	1838	871	490	444	33	9	24	871	9	490	468	871	2			490	475
23	KAMPUNG KASIPILLAY	2734	146	1804	739	45	7	38	147	6	1804	777	146	2		1	1804	781
24	KOLAM AYER	2896	256	2121	474	45	15	30	263	8	2121	504	256	2			2121	517
