kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAWASAN S.K.C	683	536	23	122	2	1	1	537		23	123	536				23	124
2	LADANG LIMA BELAS	690	358	9	252	71	63	8	397	24	9	260	359				9	322
3	GEDANGSA	2522	2161	67	267	27	9	18	2167	3	67	285	2162	1			67	292
4	SUNGAI SELISIK	903	886	2	3	12	6	6	889	3	2	9	886				2	15
5	KAMPUNG GESIR	1237	1138	3	6	90	88	2	1157	69	3	8	1139	2			3	93
6	KAMPUNG SUNGAI DUSUN	2739	2635	4	84	16	2	14	2636	1	4	98	2636				4	99
7	KAMPUNG DESA MAJU	2155	2096	13	40	6		6	2096		13	46	2096				13	46
8	KAMPUNG SUNGAI TENGI SELATAN	1200	1170	3	19	8	1	7	1171		3	26	1170				3	27
9	CHANGKAT ASA	529	53	11	465	0			53		11	465	53				11	465
10	KAMPUNG HULU BERNAM	3750	2114	944	660	32	6	26	2110	10	944	686	2116	2			944	688
11	LADANG ESCOT	941	229	336	360	16	3	13	230	2	336	373	230				336	375
12	KAMPUNG GUMUT	1597	1383	129	61	24	9	15	1388	4	129	76	1385	1	1		129	81
13	BANDAR KALUMPANG	1289	518	384	374	13	3	10	517	4	384	384	519				384	386
14	KAMPUNG BAHARU KALUMPANG	1614	15	1544	47	8	4	4	13	6	1544	51	15	2			1544	53
15	KUALA KALUMPANG	1008	581	23	373	31	1	30	582		23	403	581				23	404
