kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BANTUL	45				45	45		1	44								45
2	KG BUNTULON	71	1			70	70		1	70			1					70
3	KG KUALA TUMALASAK	60	2			58	58		3	57			2					58
4	KG LALAKUTAN	1				1	1			1								1
5	KG LAMPUN RIURAN	1				1	1			1								1
6	KG LUMINGI	24	2			22	22		2	22			2					22
7	KG NALUIR	22				22	22		1	21								22
8	KG PUNGUT	7	1			6	6		1	6			1					6
9	KG SALIMAN	89	2			87	87		4	85			2					87
10	KG SUMARALANG	21	2			19	19		2	19			2					19
11	KG TUMALASAK	35	2			33	33		4	31			2					33
12	KG BABALITAN	113				113	113		9	104				1		1		111
13	KG INAKAAK	69				69	69		2	67								69
