kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG TENGKEK	603	399	1		203	200	3	445	154	1	3	399	1			1	202
2	KAMPONG TAPAK	438	434			4	1	3	433	2		3	434					4
3	KAMPONG SUNGAI JELUTONG	232	231	1		0			230	1	1		231				1	
4	KAMPONG PADANG LEBAR	739	721	4	4	10	4	6	724	1	4	10	722	1	1		4	11
5	KAMPONG TERENTANG	511	510			1	1		511				510					1
6	JUASSEH TENGAH	894	845	30	14	5	3	2	847	1	30	16	846		1		30	17
7	BUKIT GELUGOR	1672	592	698	375	7	4	3	592	4	698	378	592	1			698	381
8	KAMPONG TERUSAN	470	462	3		5	1	4	462	1	3	4	462				3	5
9	PEKAN JUASSEH	1422	1040	277	89	16	7	9	1044	3	277	98	1041		2	1	277	101
10	PELANGAI	1867	1819	8	18	22	6	16	1819	6	8	34	1819	2	2		8	36
11	KAMPONG GENTAM	1243	975	209	54	5	2	3	975	2	209	57	976		1		209	57
