kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN 7	16		14	2	0					14	2					14	2
2	JALAN 7 NEW WAH LOONG	73		66	5	2	2			2	66	5					66	7
3	JALAN 10 NEW WAH LOONG	243		242		1	1			1	242						242	1
4	JALAN LABU WAH LOONG	264	1	241	22	0			1		241	22	1				241	22
5	JALAN 14 NEW WAH LOONG	198	2	188	8	0			1	1	188	8	2				188	8
6	JALAN 15 NEW WAH LOONG	102		101	1	0					101	1					101	1
7	JALAN 16 NEW WAH LOONG	253		244	9	0					244	9					244	9
8	JALAN 18 NEW WAH LOONG	148		148		0					148						148	
9	JALAN 19 NEW WAH LOONG	158	3	150	5	0			3		150	5	3				150	5
10	JALAN 17 NEW WAH LOONG	70		67	3	0					67	3					67	3
11	JALAN 25 NEW WAH LOONG	110		109	1	0					109	1					109	1
12	JLN BARU	17	2	14	1	0			2		14	1	2				14	1
13	JALAN 7	28		27	1	0					27	1					27	1
14	JALAN 8	68	1	62	5	0				1	62	5	1				62	5
15	JALAN 9	29		29		0					29						29	
16	JALAN 11	46		46		0					46						46	
17	JALAN 12	53		53		0					53						53	
18	JALAN 13	94	2	92		0			2		92		2				92	
