kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	WAKAF MEK ZAINAB	3997	3552	396	27	22	7	15	3551	8	396	42	3553				396	48
2	TANJONG CHAT	1044	888	145	7	4	1	3	884	5	145	10	889				145	10
3	SUNGAI KELADI	1551	1535	10	1	5		5	1528	7	10	6	1535				10	6
4	KOK PASIR	3014	2878	109	15	12	2	10	2867	13	109	25	2878		1		109	26
5	KHATIB ALI	4351	3879	376	26	70	9	61	3877	11	376	87	3879			1	376	95
6	TANJONG MAS	4470	4270	158	14	28	1	27	4264	7	158	41	4270				158	42
7	CHERANG	5245	5084	106	5	50	6	44	5083	7	106	49	5085	1			106	53
8	KAMPUNG BAYAM	2984	2820	81	5	78	4	74	2813	11	81	79	2820	3			81	80
9	LANGGAR	2825	2365	438	11	11	2	9	2360	7	438	20	2366				438	21
10	PAYA BEMBAN	2633	2376	195	9	53	2	51	2369	9	195	60	2376	2			195	60
