kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI RELONG	2682	2132	133	387	30	4	26	2131	5	133	413	2132	1			133	416
2	EXPO	3584	2878	222	463	21	7	14	2876	9	222	477	2879				222	483
3	KAMUNTING BARU	3202	1856	554	766	26	7	19	1858	5	554	785	1857	2			554	789
4	KAMUNTING	2103	958	626	435	84	71	13	969	60	626	448	961	26	15	1	626	474
5	KAMPONG PINANG UTARA	3597	3375	68	71	83	63	20	3371	67	68	91	3378	22	18	1	68	110
6	KAMPONG PINANG TIMOR	1361	963	237	147	14	1	13	964		237	160	963	1			237	160
7	KAMPONG PINANG SELATAN	1791	884	622	265	20	7	13	887	4	622	278	884	2		2	622	281
8	KAMUNTING ROAD	5499	2834	1653	579	433	404	29	2901	337	1653	608	2851	174	75	13	1653	733
9	BUKIT JANA	5742	4244	816	648	34	7	27	4250	1	816	675	4244				816	682
10	WATERFALL ROAD	439	137	241	61	0			137		241	61	137				241	61
