kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LADANG STRATHISLA	183	16	2	165	0			16		2	165	16				2	165
2	BATU 7 JALAN JELAPANG	6		1	5	0					1	5					1	5
3	MERU RAYA	68	55	3	10	0			55		3	10	55				3	10
4	HALAMAN MERU DAMAI	222	202	14	3	3		3	202		14	6	202				14	6
5	HALAMAN MERU PERMAI	578	517	13	44	4	4		521		13	44	517	1			13	47
6	HALAMAN MERU IMPIAN	224	180	16	24	4	1	3	181		16	27	180				16	28
7	TMN MERU PERDANA	94	91	1	1	1		1	91		1	2	91				1	2
8	BATU EMPAT JLN JELAPANG	4		4		0					4						4	
9	BATU TIGA JLN JELAPANG	32	16	11	5	0			16		11	5	16				11	5
10	MERU DESA PARK	32	22	7	3	0			22		7	3	22				7	3
11	TMN MERU MUTIARA	10	2	6	2	0			2		6	2	2				6	2
12	TMN MERU PERDANA 2	17	16	1		0			16		1		16				1	
