kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN HAMZAH	109	42	15	52	0			42		15	52	42				15	52
2	JLN KERETAPI LAMA	7	7			0			7				7					
3	KG MASJID	7	7			0			7				7					
4	KG. SG. DAMAR	33	26	1	2	4		4	26		1	6	26				1	6
5	JLN PAHANG	218	85	62	69	2	1	1	86		62	70	85				62	71
6	QRS JKR JLN PAHANG	112	71	4	37	0			71		4	37	71				4	37
7	KG KELAPA	277	263	2	11	1		1	263		2	12	263				2	12
8	JLN EMPANG PECAH LLN	9	8		1	0			8			1	8					1
9	JLN KUALA LUMPUR	23	2		21	0			2			21	2					21
10	KG BULOH TELUR/O ASLI	53	1	2	2	48	48		8	41	2	2	1	1			2	49
11	KG DAGANG SETIA	243	226		12	5	3	2	229			14	227					16
12	RH JKR JLN KL	4	2		2	0			2			2	2					2
13	RH KERETAPI KKB	8	8			0			8				8					
14	RH PEKERJA TALIKOM	4	3		1	0			3			1	3					1
15	TMN AMPANG PECAH	896	499	96	290	11	2	9	501		96	299	499				96	301
16	TAMAN AMPANG INDAH	261	228	9	23	1		1	228		9	24	228				9	24
17	TAMAN TANJAK	261	192	44	23	2		2	191	1	44	25	192				44	25
18	TMN DAMAI UTAMA	221	184	14	20	3	3		186	1	14	20	187				14	20
19	TMN BKT BUJANG	192	153	15	24	0			152	1	15	24	153				15	24
20	QRS GURU MRSM K.K.B	10	10			0			10				10					
21	IKBN PERETAK	56	51	5		0			51		5		51				5	
