kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN BANDAR KABA	184	10	155	18	1	1		11		155	18	10				155	19
2	JLN CHAN KOON CHENG SS 27	170	2	145	19	4	1	3	2	1	145	22	2	1			145	22
3	JLN TEMENGGONG SS 24	286	13	206	66	1		1	13		206	67	13				206	67
4	KG BANDAR KABA	459	162	265	22	9	2	7	164		265	29	162				265	31
5	LRG BKT CHINA	168	5	151	11	1	1		5	1	151	11	5				151	12
6	JLN PARAMESWARA SS 27	46	3	35	7	1		1	3		35	8	3				35	8
7	JLN GEREJA	10		8	2	0					8	2					8	2
8	JLN KOTA	6	3	1	2	0			3		1	2	3				1	2
9	BEREK POLIS MELAKA TENGAH	70	64		4	2	1	1	65			5	64			1		5
10	JLN MERDEKA	20	2	15	2	1	1		3		15	2	2				15	3
11	JLN LAKSAMANA	57	6	43	8	0			6		43	8	6				43	8
12	BKT ST PAUL	2		2		0					2						2	
13	RUM PANGSA BANDAR KABA	49	1	47	1	0			1		47	1	1				47	1
14	PANGSAPURI TEMENGGONG	60	7	47	6	0			7		47	6	7				47	6
15	PUSAT PERUBATAN MAHKOTA	3	1	1		1	1		1	1	1		1				1	1
16	PLAZA MAHKOTA	21	3	18		0			3		18		3				18	
702	IPD MELAKA TENGAH	679	615	9	29	26	26		630	11	9	29	617	10		1	9	42
