kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUBANG CHENOK	1219	1161	46	4	8	1	7	1134	28	46	11	1161				46	12
2	R PANJANG PENG YAACOB	512	468	39		5	1	4	451	18	39	4	469				39	4
3	KG. BAGUS	433	428		2	3	3		431			2	428		1			4
4	JLN PADANG MAJLIS TEMPATAN	64	64			0			63	1			64					
5	JLN TEPI SUNGAI	216	214	1		1	1		215		1		214				1	1
6	JALAN BESAR	243	219	22		2		2	219		22	2	219				22	2
7	JALAN BUNGA RAYA	106	105		1	0			105			1	105					1
8	JALAN LUBOK SETOL	202	200	1		1	1		200	1	1		200				1	1
9	JALAN SEK. CINA	210	204			6	2	4	206			4	205					5
10	JALAN CHEMPAKA	53	51			2	2		53				51					2
11	TAMAN RANTAU JAYA	26	8	18		0			8		18		8				18	
