kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG MERAPOH	513	507		3	3	1	2	505	3		5	507					6
2	KG HULU KUMBANG	16	16			0			16				16					
3	KUATERS SEK KEB MERAPOH	3	3			0			3				3					
4	KG KUMBANG HILIR	27	27			0			27				27					
5	KG BARU MERAPOH	17	17			0			17				17					
6	KG KUALA KUMBANG	4	4			0			4				4					
7	KG KUMBANG TENGAH	1	1			0			1				1					
8	TANAH PINGGIR MERAPOH	4	4			0			4				4					
9	KUATERS PERTANIAN MERAPOH	7	7			0			7				7					
10	KUATERS KESIHATAN	18	18			0			18				18					
11	RPS MERAPOH	416	408		1	7		7	407	1		8	408					8
12	KUATERS TNB MERAPOH	2	2			0			2				2					
13	KUATERS JABATAN PERHILITAN	4	4			0			4				4					
14	TMN BERKAT	27	26			1		1	26			1	26					1
15	KUATERS KTM MERAPOH	18	18			0			18				18					
16	BEREK POLIS	15	15			0			15				15					
701	BALAI POLIS MERAPOH	17	17			0			17				17					
