kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PJS 7 BANDAR SUNWAY	3288	522	1526	1155	85	60	25	564	18	1526	1180	525	6	2	2	1526	1227
2	SS 12	2468	663	1412	342	51	11	40	666	8	1412	382	665		1	4	1412	386
3	SS 15	2821	722	1776	255	68	22	46	731	13	1776	301	723	6	4	2	1776	310
4	SS 16 & SS 17	2983	817	1785	318	63	19	44	820	16	1785	362	817	3	1	1	1785	376
5	SS 19/1	1713	735	787	168	23	6	17	737	4	787	185	737	1			787	188
6	SS 18	4382	1393	2465	435	89	9	80	1398	4	2465	515	1393	2	1		2465	521
7	SS 14/1-4	2360	525	1514	296	25	6	19	530	1	1514	315	526				1514	320
8	SS 13	1083	409	270	382	22	13	9	417	5	270	391	410	4	1		270	398
9	USJ 1	3456	924	1713	565	254	193	61	1078	39	1713	626	927	18	11	3	1713	784
10	USJ 2/1-4	3768	1120	2157	408	83	13	70	1125	8	2157	478	1123	3	4		2157	481
11	USJ 3	4464	1133	2704	518	109	16	93	1137	12	2704	611	1134	6	1	2	2704	617
12	USJ 4	2924	906	1706	258	53	14	39	909	11	1706	297	908	4	2	1	1706	302
13	USJ 5	1906	455	1319	98	34	4	30	456	3	1319	128	456			1	1319	130
14	USJ 6	4756	1185	2998	472	100	35	65	1212	8	2998	537	1186	2	2	1	2998	566
15	USJ 7 & 8	4006	1401	1917	416	272	200	72	1497	104	1917	488	1412	20	19	3	1917	635
16	USJ 9 & USJ 10	2393	825	1278	252	38	14	24	831	8	1278	276	829	2			1278	284
17	USJ 11	4373	966	2940	384	83	30	53	981	15	2940	437	970	5	3	2	2940	453
18	USJ 12	1960	479	1259	189	33	5	28	482	2	1259	217	479				1259	222
19	USJ 13	1655	344	1107	166	38	17	21	352	9	1107	187	344	5	1		1107	198
20	USJ 14 & 15	2204	380	1536	237	51	30	21	396	14	1536	258	383	5	3	1	1536	276
21	SS 19/2 - SS 19/5	2043	946	952	114	31	5	26	947	4	952	140	946	1	2		952	142
22	SS 19/6 - SS 19/19	2240	808	950	457	25	6	19	811	3	950	476	809	2			950	479
23	PJS 9 & 11 BANDAR SUNWAY	2391	409	1568	344	70	39	31	428	20	1568	375	412	6	1	3	1568	401
24	SS 14/5-8	2144	700	1105	275	64	10	54	705	5	1105	329	702	3	1		1105	333
25	USJ 2/5-7	2094	618	1235	207	34	9	25	622	5	1235	232	620	1	1	2	1235	235
26	USJ 16 HINGGA 22	4148	1048	2586	424	90	24	66	1064	8	2586	490	1049	2	5	4	2586	502
