kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PENIMBAWAN	1169	49			1120	1109	11	1142	16		11	49	2				1118
2	SERUSUP	1375	98	5		1272	1263	9	1313	48	5	9	98	4		2	5	1266
3	KINDU	2252	126	37	16	2073	2021	52	1283	864	37	68	126	6	1	2	37	2080
4	INDAI	1286	113	11	2	1160	1128	32	1193	48	11	34	114	2	2	1	11	1156
5	BATANGAN	1387	112	129	15	1131	1107	24	626	593	129	39	112	8			129	1138
6	TAMBALANG	3701	421	62	22	3196	3108	88	3408	121	62	110	422	16		2	62	3199
7	MENGKABONG	3076	91	7	1	2977	2944	33	2971	64	7	34	92	2			7	2975
8	BERUNGIS	2666	179	91	22	2374	2318	56	2033	464	91	78	181	11	2	1	91	2380
9	GAYANG	1102	55	3		1044	1035	9	1081	9	3	9	57				3	1042
10	NONGKOULUD	2257	90	71	2	2094	2051	43	1968	173	71	45	91				71	2095
11	TELIPOK	1754	258	85	1	1410	1254	156	1150	362	85	157	258	3			85	1408
12	BARU-BARU	586	6	2		578	344	234	341	9	2	234	6				2	578
