kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU 1 JALAN KIULU	16	2	2		12	10	2	8	4	2	2	2				2	12
2	JALAN TUARAN	140	18	76	1	45	42	3	43	17	76	4	18				76	46
3	KG KABAYAU	159	3	9		147	145	2	115	33	9	2	3				9	147
4	KG MURUNUON	12		1		11	10	1	5	5	1	1					1	11
5	KG TAMPULAN	194	3	9		182	179	3	20	162	9	3	3	2			9	180
6	KG TIMBOK	159	8	67		84	76	8	26	58	67	8	8				67	84
7	TELIPOK	1137	99	369	2	667	583	84	408	274	369	86	99	1	1	1	369	666
8	KG BORONUAN	414	20	1		393	266	127	257	29	1	127	20	1	1		1	391
9	KG MARUA	152	12	17	1	122	119	3	34	97	17	4	12	1			17	122
10	KG RUMINATAU	4				4	4		3	1								4
11	KG SUMAGID	54	2	1		51	50	1	13	39	1	1	2				1	51
12	TAMAN TELIPOK JAYA	365	67	42	3	253	213	40	216	64	42	43	68	2		2	42	251
13	TAMAN PUTRA JAYA	601	131	94	8	368	339	29	348	122	94	37	131	3	1		94	372
14	TAMAN PUTERA PERDANA	65	21	10		34	31	3	46	6	10	3	21	1	1		10	32
