kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PARIT BAHARU BARUH	731	438	291		2	1	1	437	2	291	1	438		1		291	1
2	SUNGAI TENGAR UTARA	734	712	16	3	3		3	711	1	16	6	712				16	6
3	SUNGAI AIR TAWAR	2073	1806	132	125	10	7	3	1806	7	132	128	1806	3	2		132	130
4	SUNGAI BERNAM	472	161	3	306	2		2	161		3	308	161				3	308
5	SUNGAI AIR TAWAR SELATAN	1209	1163	28	4	14	3	11	1162	4	28	15	1163	3			28	15
6	SUNGAI TENGAR SELATAN	864	840	13		11	3	8	842	1	13	8	841	1		1	13	8
7	KAMPUNG PARIT BAHARU	1582	1486	89	4	3	1	2	1481	6	89	6	1486	1			89	6
8	KAMPUNG TELUK BELANGA	127	123	4		0			123		4		123				4	
9	BETING KEPAH	828	627	200		1	1		627	1	200		627		1		200	
10	KAMPUNG TELUK RHU	653	625	23	4	1		1	621	4	23	5	625				23	5
11	SIMPANG EMPAT	2030	1520	493	3	14	4	10	1522	2	493	13	1521	1			493	15
12	KAMPUNG SEKENDI	1486	1126	354	6	0			1125	1	354	6	1126				354	6
13	KAMPUNG BANTING	1333	1305	18	2	8	2	6	1306	1	18	8	1305				18	10
14	KAMPUNG BATU 38 BARUH	1273	1206	58	4	5	2	3	1204	4	58	7	1206			1	58	8
15	KAMPUNG BAHARU	879	827	11	28	13	2	11	827	2	11	39	827				11	41
