kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BLK 1 SEK 28	54	35	5	14	0			35		5	14	35				5	14
2	BLK 2 SEK 28	45	37	3	5	0			37		3	5	37				3	5
3	BLK 3 SEK 28	57	47		9	1	1		47	1		9	47					10
4	BLK 4 SEK 28	28	15	1	12	0			15		1	12	15				1	12
5	BLK 5 SEK 28	32	20		11	1	1		21			11	20					12
6	BLK 6 SEK 28	30	23	1	6	0			23		1	6	23				1	6
7	BLK 7 SEK 28	40	15	2	22	1	1		16		2	22	15				2	23
8	BLK 8 SEK 28	31	15	3	12	1	1		16		3	12	15	1			3	12
9	BLK 9 SEK 28	39	18	5	15	1		1	18		5	16	18				5	16
10	BLK 10 SEK 28	41	13	11	17	0			13		11	17	13				11	17
11	BLK 11 SEK 28	24	15	5	4	0			15		5	4	15				5	4
12	BLK 12 SEK 28	48	23	15	10	0			23		15	10	23				15	10
13	BLK 13 SEK 28	37	21	4	11	1		1	21		4	12	21				4	12
14	BLK 14 SEK 28	32	23	4	5	0			23		4	5	23				4	5
15	BLK 15 SEK 28	49	19	6	23	1	1		19	1	6	23	19				6	24
16	BLK 16 SEK 28	37	22	1	14	0			22		1	14	22				1	14
17	BLK 17 SEK 28	43	16	5	22	0			16		5	22	16				5	22
18	BLK 18 SEK 28	40	9	13	18	0			9		13	18	9				13	18
19	BLK 19 SEK 28	49	16	19	14	0			16		19	14	16				19	14
20	BLK 20 SEK 28	46	23	13	8	2	2		25		13	8	23				13	10
21	BLK 21 SEK 28	49	32	4	13	0			32		4	13	32				4	13
22	BLK 22 SEK 28	46	26	9	11	0			26		9	11	26				9	11
23	BLK 23 SEK 28	50	14	19	17	0			14		19	17	14				19	17
24	BLK 24 SEK 28	56	42	5	9	0			42		5	9	42				5	9
25	BLK 25 SEK 28	45	27	2	15	1		1	27		2	16	27				2	16
26	BLK 26 SEK 28	64	32	14	18	0			32		14	18	32				14	18
27	BLK 27 SEK 28	37	18	1	17	1	1		19		1	17	18				1	18
28	BLK 28 SEK 28	32	23	2	6	1	1		24		2	6	23				2	7
29	BLK 29 SEK 28	35	16	5	13	1	1		17		5	13	16	1			5	13
30	BLK 30 SEK 28	50	21	9	18	2	2		21	2	9	18	21				9	20
31	BLK 31 SEK 28	42	21	6	14	1	1		22		6	14	21				6	15
32	BLK 32 SEK 28	57	32	12	13	0			32		12	13	32				12	13
33	BLK 33 SEK 28	39	20	2	16	1		1	20		2	17	20				2	17
34	BLK 34 SEK 28	34	15	12	7	0			15		12	7	15				12	7
35	BLK 35 SEK 28	48	28	10	10	0			28		10	10	28				10	10
36	BLK 36 SEK 28	49	23	3	23	0			23		3	23	23				3	23
37	BLK 37 SEK 28	35	12	13	10	0			12		13	10	12				13	10
38	BLK 38 SEK 28	58	35	7	16	0			35		7	16	35				7	16
39	BLK 39 SEK 28	35	22	2	10	1	1		23		2	10	22				2	11
40	BLK 40 SEK 28	35	21	11	3	0			21		11	3	21				11	3
41	BLK 41 SEK 28	24	13	4	6	1		1	13		4	7	13				4	7
42	BLK 42 SEK 28	35	21	9	5	0			21		9	5	21				9	5
43	BLK 43 SEK 28	6	6			0			6				6					
44	BLK 44 SEK 28	17	14			3	2	1	16			1	14					3
45	BLK 45 SEK 28	38	38			0			37	1			38					
46	BLK 46 SEK 28	19	19			0			19				19					
47	BLK 47 SEK 28	28	28			0			28				28					
48	BLK 48 SEK 28	12	8	1	1	2	2		9	1	1	1	8				1	3
49	JLN 28/43	55	54			1		1	54			1	54					1
50	BLK 52 SEK 28	7	5		2	0			5			2	5					2
