kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH MASIR SG PANDAN BINTULU	3				3	3			3				3				
2	RH INDANG KEMENA	92				92	92		4	88				92				
3	RH GIMA	103	1	2		100	100		3	98	2		1	97		3	2	
4	RH TUAH KEMENA	57				57	57		6	51				57				
5	RH WILLIAM MANDAU BTG KEMENA	9		1		8	8		2	6	1			8			1	
6	RH EGOH LABANG	57				57	57		3	54				57				
7	LABANG BAZAAR	47	6	15		26	26		7	25	15		6	25		1	15	
8	RH RO AMOT (TEBAN BARU)	177	1	3		173	173		4	170	3		1	168	4	1	3	
9	RH DAVID BUKIT TEBAN	51				51	51		1	50				51				
10	RH YOH LABANG	72	18			54	54		62	10			18	8		46		
11	RH NYEGANG	67		1		66	66		1	65	1			65		1	1	
12	PANDAN BAZAAR	140	17	21		102	102		19	100	21		17	101		1	21	
13	RH NYIPA (KUALA PANDAN)	189	3	6		180	180		7	176	6		3	53	1	126	6	
14	KG PANDAN(MALAY)	272	227	6		39	39		242	24	6		227	19		20	6	
15	KG LABANG	371	321	1		49	49		346	24	1		321	24		25	1	
16	RH LIMAI SG LABANG	310	1	1		308	308		14	295	1		1	302		6	1	
17	RH MISHAT	2	1			1	1		1	1			1	1				
18	RH MUNGGO	10				10	10		1	9				10				
19	KPG MASKAT	70	27			43	43		39	31			27	25		18		
20	S.R.K. LABANG	52	6	2		44	44		9	41	2		6	40	1	3	2	
21	RH WILLIAM MANDAU SG.SAN BUKIT	7				7	7			7				7				
