kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ARA RENDANG	2867	2768	28	58	13	4	9	2771	1	28	67	2768	2			28	69
2	POKOK MACHANG	2416	1846	66	498	6	3	3	1848	1	66	501	1846	1			66	503
3	POKOK TAMPANG	2356	2188	26	141	1	1		2185	4	26	141	2189				26	141
4	PERMATANG BERANGAN	1299	1093	138	67	1	1		1093	1	138	67	1093				138	68
5	SIMPANG TIGA	2727	1512	638	564	13	5	8	1515	2	638	572	1512	1			638	576
6	TASEK GELUGOR	2674	2042	515	110	7	2	5	2041	3	515	115	2042				515	117
7	JARAK	2235	2209	18	5	3	1	2	2209	1	18	7	2209				18	8
8	PADANG CHEMPEDAK	2065	2046	3	11	5	2	3	2044	4	3	14	2046	1			3	15
9	ARA KUDA	613	325	73	214	1		1	323	2	73	215	325				73	215
10	PERMATANG KERAI	1868	1863	3		2		2	1860	3	3	2	1863				3	2
