kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MERADONG SCHEME B	783	83	57		643	643		112	614	57		83	622	10	11	57	
2	RUMAH JABU SKIM B MERADONG	13	2	1		10	10		2	10	1		2	10			1	
3	RH. WAT KESA	4				4	4			4				4				
4	RH ANDAM KESA	1				1	1			1				1				
5	RH. NYANGGAU AK BANDAK	94		1		93	93		2	91	1			91		2	1	
6	RH BANTA KESA	41				41	41		1	40				41				
7	RH. GEMONG PETAI	66	2	2		62	62		2	62	2		2	61	1		2	
8	RH GAIT PETAI	66				66	66		2	64				66				
9	RH BADA AK ANJI	14				14	14		2	12				14				
10	RH SBU SG JUAH	35		4		31	31		1	30	4			31			4	
11	RH. BARENAU	25				25	25			25				25				
12	RH RENTAP BARON	52		1		51	51		2	49	1			51			1	
13	RH RINGGIT MERAMAT	47	1			46	46			47			1	46				
14	RH SAOH MERAMAT	41		1		40	40		1	39	1			40			1	
15	RH SAWAN PETAI	15		1		14	14		1	13	1			14			1	
16	SG BARON	203	3	113		87	87		1	89	113		3	87			113	
17	SG GARAN	123		119		4	4			4	119			4			119	
18	SG KEDUP	236		212		24	24		1	23	212			24			212	
19	SG KESA	249		213		36	36		1	35	213			36			213	
20	SG PETAI	247	1	160		86	86			87	160		1	84	1	1	160	
21	RH. SAGAI	26	2	1		23	23		1	24	1		2	23			1	
22	BALONG SG KESA	47		2		45	45			45	2			45			2	
23	RH BARENAU SG BARON	20		2		18	18		1	17	2			17	1		2	
