kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TELIPOK LAUT	1286	127	59	4	1096	1061	35	429	759	59	39	127	3		1	59	1096
2	TELIPOK DARAT	3472	386	698	15	2373	2067	306	1542	911	698	321	387	11	4	3	698	2369
3	TOBOBON	2797	464	235	15	2083	1951	132	1327	1088	235	147	467	8	4	1	235	2082
4	KOKOL	1137	23	31	1	1081	1066	15	50	1039	31	16	23				31	1082
5	MENGGATAL	3540	225	1511	8	1796	1721	75	654	1292	1511	83	225	8	5	2	1511	1789
6	PULUTAN	1394	57	388	6	943	929	14	160	826	388	20	58	2		1	388	945
7	INANAM DARAT	3366	97	666	6	2597	2504	93	344	2257	666	99	97		1	1	666	2601
8	PORING-PORING	297	12	4	2	279	276	3	19	269	4	5	12				4	281
9	KOLAM AYER	1088	58	212	1	817	768	49	154	672	212	50	58		2		212	816
10	CENDERAKASIH	3540	204	2374	30	932	849	83	573	480	2374	113	206	5	1	1	2374	953
11	PEKAN INANAM	3598	195	1883	18	1502	1427	75	570	1052	1883	93	197	8	3	1	1883	1506
12	BANTAYAN	2449	107	411	7	1924	1878	46	262	1723	411	53	108	9	4	2	411	1915
