kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BELAKANG PEKAN KERLING	67		52	15	0					52	15					52	15
3	JALAN KUALA KERLING	19	7	3	9	0			7		3	9	7				3	9
4	KAMPONG JAWA	223	221	2		0			221		2		221				2	
5	KAMPONG PASIR KERLING	504	491	2	8	3	1	2	492		2	10	492				2	10
6	KONGSI LOW TOOI	4		4		0					4						4	
7	JALAN BESAR KERLING	306	21	237	48	0			20	1	237	48	21				237	48
8	RUMAH MURAH KERLING	199	40	82	77	0			40		82	77	40				82	77
9	OVR KONGSI KERLING	2		1	1	0					1	1					1	1
10	BAREK POLIS	10	9		1	0			9			1	9					1
12	PERUMAHAN PERKERJA2 BOROH J K R	22	17		5	0			17			5	17					5
13	KILANG PAPAN KERLING	1		1		0					1						1	
14	RLY QUARTERS	4	1		3	0			1			3	1					3
15	PACIFIC TIN MERY	2	1	1		0			1		1		1				1	
16	TMN LEMBAH DAMAI/KG KUIL/TMN ZAMRUD	298	82	85	129	2	1	1	82	1	85	130	82			1	85	130
17	QRS JAB. HUTAN	7	7			0			7				7					
18	KG SYED MASHOR	10	5		5	0			5			5	5					5
701	BALAI POLIS KERLING	18	16		2	0			16			2	16					2
