kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG SUNGAI SERDANG	2553	2076	346	117	14	1	13	2073	4	346	130	2076				346	131
2	KAMPUNG TOK MUDA	2400	1878	225	257	40	9	31	1884	3	225	288	1878	1			225	296
3	PEREPAT	3567	2032	381	1129	25	9	16	2036	5	381	1145	2034	2	1		381	1149
4	SEMENTA	3146	2368	462	272	44	10	34	2372	6	462	306	2368	2	2		462	312
5	KAMPUNG BATU EMPAT	3205	1762	1115	304	24	4	20	1755	11	1115	324	1762		1		1115	327
6	BATU 11 & 12 KAPAR	2580	1211	946	410	13	7	6	1215	3	946	416	1213		1		946	420
7	TAMAN SRI KERAYONG	937	634	86	215	2	1	1	635		86	216	634				86	217
8	TAMAN CHEMPAKA SARI	2023	1512	315	188	8	6	2	1512	6	315	190	1512	1			315	195
9	KAPAR	680	32	102	543	3	2	1	34		102	544	32				102	546
10	BUKIT KAPAR UTARA	3026	2855	41	106	24	4	20	2849	10	41	126	2855	1	1		41	128
11	BUKIT KAPAR SELATAN	5273	5096	48	80	49	13	36	5104	5	48	116	5097	1			48	127
12	KAMPUNG SUNGAI PINANG	1883	1158	526	171	28	8	20	1164	2	526	191	1158	1	1		526	197
13	RANTAU PANJANG	4919	4436	264	143	76	17	59	4434	19	264	202	4439	1	2		264	213
14	KAMPUNG BATU TIGA	3301	2124	714	387	76	13	63	2128	9	714	450	2125	3		1	714	458
15	TELUK KAPAS	2908	2753	62	38	55	15	40	2761	7	62	78	2753	3	1	1	62	88
16	TAMAN KLANG PERDANA	2115	1431	218	442	24	10	14	1436	5	218	456	1432	1	4		218	460
