kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR BUKIT IBAM	1747	1288	18	9	432	418	14	1314	392	18	23	1289	4	2		18	434
2	KAMPUNG AUR	893	261	22	2	608	604	4	363	502	22	6	261	1			22	609
3	KOTA BAHAGIA	913	702	5	8	198	105	93	707	100	5	101	702				5	206
4	BUKIT SEROK	936	333	13	12	578	556	22	435	454	13	34	333	1	2		13	587
5	FELDA KERATONG 2	2872	2859	2	4	7	4	3	2857	6	2	7	2860				2	10
6	FELDA KERATONG 3	2336	2235	1	32	68	65	3	2263	37	1	35	2235				1	100
7	FELDA KERATONG 5	2571	2514	7	46	4	2	2	2511	5	7	48	2514				7	50
8	FELDA KERATONG 7	2003	1939	4	53	7	4	3	1938	5	4	56	1939	1			4	59
9	FELDA KERATONG 4	2667	2607	5	46	9	7	2	2608	6	5	48	2608			1	5	53
10	FELDA KERATONG 1	3784	3711	2	14	57	13	44	3707	17	2	58	3711	2			2	69
11	FELDA SELANCAR I	2084	2000	15	33	36	1	35	2000	1	15	68	2000				15	69
