kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI CHOH	71	5		2	64	64		42	27		2	5					66
2	TAMAN MEWAH	144	119	5	19	1	1		120		5	19	119		1		5	19
3	QUARTERS JOA	17	14			3	3		15	2			14					3
4	TAMBUN TOWN BOARD LINES	17	6	9	2	0			6		9	2	6				9	2
5	LEMBAH PERPADUAN PERMAI	115	87	24	3	1	1		87	1	24	3	87				24	4
6	WATER RESERVOIR	6	5	1		0			5		1		5				1	
7	PERMAI LAKE VIEW	29	17	7	5	0			17		7	5	17				7	5
8	ALPINE VILLAGE APART	12	5	3	3	1		1	5		3	4	5				3	4
9	TAMAN MEWAH	553	458	15	77	3	2	1	460		15	78	458	1	1		15	78
10	TAMAN VILLA BANDAR SUNWAY	308	72	191	44	1		1	72		191	45	72				191	45
11	DESA BUKIT PERPADUAN	20	15	1	4	0			15		1	4	15				1	4
12	KAMPONG CHOH	2			1	1	1		1			1						2
13	LAKESIDE MANSION	1		1		0					1						1	
14	MONTBLEU RESIDENCE	7		7		0					7						7	
15	THE HAVEN LAKESIDE	4		4		0					4						4	
16	LAKESIDE VILLAS	8		7	1	0					7	1					7	1
17	LAKESIDE HOMES	5	3	2		0			3		2		3				2	
18	COUNTRY HOMES	3		3		0					3						3	
