kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG JOHAN SETIA	1420	1338	10	16	56	9	47	1342	5	10	63	1338		1		10	71
2	QRS TALIKOM BT 5	169	155	2	12	0			155		2	12	155				2	12
3	BT 6 JLN LANGAT	82	61		20	1		1	61			21	61					21
4	TMN SETIA	330	307	6	16	1		1	306	1	6	17	307				6	17
5	JLN SETIA 2	143	135		4	4	1	3	136			7	135					8
6	JLN SETIA 2H	20	18		1	1		1	18			2	18					2
7	JLN SETIA 3	93	90		3	0			90			3	90					3
8	JLN SETIA 4	37	35		2	0			35			2	35					2
9	LRG SETIA	36	36			0			36				36					
10	LRG SETIA 1A	53	45	1	5	2		2	45		1	7	45				1	7
11	LRG SETIA 1B	94	70		23	1		1	70			24	70					24
12	LRG SETIA 1C	60	52		8	0			52			8	52					8
13	LRG SETIA 1D	82	69		11	2	2		71			11	69					13
14	LRG SETIA 1E	112	107	1	4	0			107		1	4	107				1	4
15	LRG SETIA 1F	109	108		1	0			108			1	108					1
16	LRG SETIA 1G	71	67		3	1		1	67			4	67					4
17	LRG SETIA 1H	94	90		2	2	1	1	91			3	90	1				3
18	LRG SETIA 1I	85	85			0			85				85					
19	LRG SETIA 2	94	91		3	0			90	1		3	91					3
20	LRG SETIA 2B	75	75			0			75				75					
21	LRG SETIA 3	5	4		1	0			4			1	4					1
22	LRG SETIA 4	3	3			0			3				3					
23	SLK SETIA 2A	90	89		1	0			89			1	89					1
24	SLK SETIA 2C	106	106			0			106				106					
25	SLK SETIA 2D	82	82			0			82				82					
26	SLK SETIA 2E	44	44			0			44				44					
27	SLK SETIA 2F	107	106		1	0			105	1		1	106					1
28	SLK SETIA 2G	65	64			1	1		65				64					1
29	SLK SETIA 2H	23	21		2	0			21			2	21					2
30	BT 5 JLN LANGAT	337	251	4	64	18	2	16	253		4	80	251				4	82
31	KG SERI NADI JOHAN SETIA	148	140	1	3	4		4	140		1	7	140				1	7
32	TMN JOHAN SETIA PERMAI	141	127	4	10	0			126	1	4	10	127				4	10
