kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LUBOK TAPAH	1594	1577	11		6	1	5	1572	6	11	5	1577				11	6
2	NIBONG	1571	1552	12	2	5	2	3	1549	5	12	5	1552	1			12	6
3	PENGKALAN MACHANG	383	382			1	1		382	1			382					1
4	KAMPUNG BUJOK	1424	1420		2	2		2	1417	3		4	1420					4
5	REPEK	2941	2671	19	7	244	26	218	2667	30	19	225	2671				19	251
6	LATI	2799	2788	5	3	3	1	2	2775	14	5	5	2789				5	5
7	CHICHA TINGGI	2197	2190	1		6	4	2	2181	13	1	2	2190	1			1	5
8	CHERANG HANGUS	594	589	1		4	1	3	589	1	1	3	589	1			1	3
9	TAMAN	2870	2854	3	4	9	3	6	2847	10	3	10	2854	1			3	12
10	BATU KARANG	1006	1002	1		3	2	1	996	8	1	1	1002				1	3
11	BUKIT TUKU	1362	1337		3	22	5	17	1334	8		20	1337					25
12	BAROH PIAL	1011	1007		1	3		3	1001	6		4	1007					4
13	CHANDAN	168	168			0			168				168					
