kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KEDAI MENANTI	2458	2453	2	1	2	1	1	2447	7	2	2	2453				2	3
2	DANAN	2569	2555	11		3	2	1	2552	5	11	1	2555				11	3
3	BUKIT MERBAU	1536	1528	5		3	1	2	1529		5	2	1528		1		5	2
4	TUALANG	833	831	1		1	1		831	1	1		831				1	1
5	TASIK PAUH	838	837			1		1	835	2		1	837					1
6	SELISING	2243	2201	32		10	3	7	2199	5	32	7	2201				32	10
7	PADANG PAK OMAR	1013	985	25	1	2		2	981	4	25	3	985				25	3
8	BANIR BELIKONG	1523	1512	8		3	2	1	1506	8	8	1	1512				8	3
9	BUKIT ABAL	2382	2374	7		1	1		2367	8	7		2375				7	
10	BERANGAN	1482	1478			4	3	1	1478	3		1	1478		1			3
11	ALOR GELIONG	2044	2039			5	2	3	2037	4		3	2039					5
12	BUKIT BIDANG	1213	1208	2	1	2	1	1	1208	1	2	2	1208				2	3
13	KAMPUNG SELIGI	1214	1171	5		38	2	36	1172	1	5	36	1172				5	37
