kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	FLAT TAMAN MEWAH	172	8	139	24	0			8		139	24	8				139	24
2	TAMAN MEWAH	1161	14	1020	126	1		1	13	1	1020	127	14				1020	127
3	ANJUNG BERCHAM ELIT	64	57	4	3	0			57		4	3	57				4	3
4	GERBANG BERCHAM SELAMAT	48	20	27	1	0			20		27	1	20				27	1
5	KAMPUNG TERSUSUN TASEK	545	539	3	2	1		1	539		3	3	539				3	3
6	ANJUNG BERCHAM	145	11	114	19	1		1	11		114	20	11				114	20
7	ANJUNG BERCHAM MEGAH	514	85	331	95	3	1	2	85	1	331	97	85				331	98
8	KUARTERS PENDIDIKAN BERCHAM	10	9		1	0			9			1	9					1
9	TAMAN SERI GAYA	516	16	444	55	1		1	15	1	444	56	16				444	56
801	PENGUNDI TIDAK HADIR	3	1	2		0			1		2		1				2	
