kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH EDWIN BUKIT PANTAR	62	1	1		60	60			61	1		1	59	1		1	
2	RH UNCHU, MALINTANG	82		1		81	81			81	1			81			1	
3	RH BERUNDANG SG ANTU	99	1			98	98		2	97			1	96	2			
4	RH BETI	38	1			37	37		1	37			1	36	1			
5	RH BANDANG	40		2		38	38			38	2			38			2	
6	BALOI(ROBAN)	42	1	24		17	17		1	17	24		1	17			24	
7	BZR AREA ROBAN	345	6	258		81	81		7	80	258		6	76	1	4	258	
8	RH ABOI PJG ATAS	129		2		127	127			127	2			126		1	2	
9	GOVT RESIDENTIAL	19	3	5		11	11		3	11	5		3	10	1		5	
10	RH. JENGGI	92	2			90	90		3	89			2	89		1		
11	SK ST PAUL ROBAN	10	3	2		5	5		3	5	2		3	5			2	
12	PANJANG RD	64	2	45		17	17		2	17	45		2	16		1	45	
13	RH BELAYONG	127	1	4		122	122		3	120	4		1	121	1		4	
14	SG SABIT	12		8		4	4			4	8			3	1		8	
15	SABIT	48	1	42		5	5		1	5	42		1	5			42	
16	RH EMPERANG	152	1	1		150	150		1	150	1		1	148	2		1	
17	RH BARIH	113		1		112	112		1	111	1			112			1	
18	SG ROBAN(CHINESE)	7		6		1	1			1	6			1			6	
19	3RD MILE ROBAN/SARIKEI ROAD	33		31		2	2			2	31			2			31	
20	RH LINGGIR, PANJANG BAROH	30	1	7		22	22		2	21	7		1	22			7	
21	RH JALANI SG ANTU ATAS	76		4		72	72		1	71	4			72			4	
22	RH ENGGAH SG NABAU	72		2		70	70			70	2			70			2	
23	RH RIMONG, PANJANG KRANGAS	68	1	1		66	66		1	66	1		1	66			1	
24	RH MALIN	22	1			21	21		1	21			1	21				
701	BALAI/PONDOK POLIS ROBAN	6	2			4	4		2	4			2	4				
