kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LUBOK GONG	2814	2803	1	1	9	7	2	2763	47	1	3	2803				1	10
2	KEDAI GUAL PERIOK	903	891	9		3		3	886	5	9	3	891				9	3
3	GUAL SITOK	2269	2261	4		4	2	2	2258	5	4	2	2261				4	4
4	PEKAN RANTAU PANJANG	3284	3122	127	7	28	11	17	3085	48	127	24	3124		1		127	32
5	KEDAI LAMA	1886	1750	117	4	15	9	6	1702	57	117	10	1751	6			117	12
6	BANGGOL KULIM	3902	3846	30	1	25	8	17	3828	26	30	18	3847	1			30	24
7	BAKAT	2006	2001	1	1	3	1	2	1992	10	1	3	2001				1	4
8	KUBANG KUAL	904	884	4		16	1	15	882	3	4	15	884				4	16
9	BUKIT TANDAK	1760	1748			12	2	10	1741	9		10	1748					12
10	KUALA ITEK	1674	1544	6	2	122	12	110	1532	24	6	112	1544				6	124
11	LUBOK SETOL	1931	1918	5	1	7	4	3	1898	24	5	4	1918				5	8
12	KAMPUNG RAHMAT	713	703	1		9	5	4	699	9	1	4	703		1		1	8
