kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG KUBU GAJAH	655	568	1	2	84	3	81	569	2	1	83	569				1	85
2	KUBU GAJAH LUAR	250	239	5	2	4	1	3	239	1	5	5	239	1			5	5
3	KUBU GAJAH DLM	350	324	1		25	1	24	322	3	1	24	324				1	25
4	JLN GAJAH	17	13			4		4	13			4	13					4
5	JLN GAJAH 1	120	101	1		18	1	17	102		1	17	101	1			1	17
6	JLN GAJAH 2	151	121			30	1	29	122			29	121					30
7	JLN GAJAH 3	122	120		1	1	1		121			1	120		1			1
8	JLN GAJAH 4	80	73			7	1	6	74			6	73					7
9	JLN GAJAH 5	28	22			6		6	22			6	22					6
10	JLN GAJAH 6	124	68		1	55		55	68			56	68					56
11	JLN GAJAH 7	161	145	1	1	14		14	145		1	15	145				1	15
12	JLN GAJAH 8	217	178		1	38	2	36	180			37	178	1				38
13	JLN GAJAH 9	94	87			7		7	87			7	87					7
14	JLN GAJAH 10	167	107			60	1	59	107	1		59	107					60
15	JLN GAJAH 11	66	55			11		11	55			11	55					11
16	JLN GAJAH 12	117	99			18		18	99			18	99					18
17	JLN GAJAH 13	80	73			7		7	73			7	73					7
18	JLN GAJAH 14	103	97		2	4		4	96	1		6	97					6
19	JLN GAJAH 15	140	120	1		19	2	17	120	2	1	17	120				1	19
20	JLN GAJAH 16	71	19			52		52	19			52	19					52
21	JLN GAJAH 17	17	17			0			17				17					
22	JLN GAJAH 18	46	43			3	1	2	43	1		2	43					3
23	JLN GAJAH 19	32	30			2		2	30			2	30					2
24	JLN GAJAH 20	50	49			1		1	49			1	49					1
25	JLN GAJAH 23	163	24			139		139	24			139	24					139
26	JLN GAJAH 22	23	16			7		7	16			7	16					7
27	JLN GAJAH 24	19	10			9	1	8	11			8	10					9
801	PENGUNDI TIDAK HADIR	4	3			1		1	3			1	3					1
