kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TANJONG PIANDANG	2226	361	1850	12	3	3		361	3	1850	12	362	1			1850	13
2	PIANDANG INDAH	3224	447	2701	76	0			447		2701	76	447				2701	76
3	PARIT SUNGAI BURONG	2583	2488	77	15	3	2	1	2484	6	77	16	2489			1	77	16
4	PARIT TOK HIN	830	820	9		1		1	816	4	9	1	820				9	1
5	SUNGAI BAHARU	1112	1022	90		0			1020	2	90		1022				90	
6	BATU 14	987	903	84		0			903		84		903				84	
7	COAST ROAD	3069	477	2556	33	3	1	2	478		2556	35	477				2556	36
8	JALAN BAWAH	679	656	15	4	4	3	1	656	3	15	5	657	2			15	5
9	PARIT ABAS	1048	1024	19	2	3	1	2	1021	4	19	4	1024				19	5
10	KUALA KURAU	2373	1214	988	166	5	1	4	1210	5	988	170	1214				988	171
11	KURAU INDAH	786	627	140	19	0			622	5	140	19	627				140	19
12	SIMPANG TIGA	1620	1547	59	6	8	5	3	1550	2	59	9	1547				59	14
13	SIAKAP ROAD	884	860	13	8	3	3		860	3	13	8	860	1			13	10
14	PARIT TELOK PIAL	745	744	1		0			743	1	1		744				1	
15	PARIT HAJI WAHAB	1518	1460	52	3	3	1	2	1456	5	52	5	1460	1			52	5
16	PARIT HAJI ABD. RAHMAN	546	505	38	2	1		1	503	2	38	3	505				38	3
17	PARIT HAJI ALI	904	778	112	10	4	3	1	780	1	112	11	780				112	12
