kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN BUNGA RAYA	1735	1013	468	229	25		25	1013		468	254	1013				468	254
2	TALANG HULU	2270	1863	312	76	19	4	15	1866	1	312	91	1865				312	93
3	JALAN BAHARU	3462	1760	1160	526	16	7	9	1762	5	1160	535	1761	1			1160	540
4	BENDANG PANJANG	2196	1506	352	317	21	3	18	1506	3	352	335	1506				352	338
5	JERLUN	1929	396	1410	120	3	2	1	393	5	1410	121	396				1410	123
6	KAMPONG MESJID	570	568	1		1		1	568		1	1	568				1	1
7	KAMPONG KETIOR	513	511		2	0			511			2	511					2
8	ULU KENAS	1107	1091	8	8	0			1090	1	8	8	1091				8	8
9	LEMPOR	1431	1425		3	3	1	2	1424	2		5	1425		1			5
10	KAMPONG JELIANG	1436	1269	150	14	3	1	2	1268	2	150	16	1269				150	17
11	MANONG	1566	1319	214	25	8	8		1326	1	214	25	1321				214	31
12	KAMPONG SEMAT	387	280	107		0			279	1	107		280				107	
13	ULU PIOL	1041	1032		4	5	1	4	1033			8	1032					9
